Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Region,Fraud Risk Score,Status,Investigator Name,Transaction Date
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,98949962-f946-4842-848e-00b711e45e75,1949,34920.83,ATM,EMEA,27.01,Reviewed,Tara Watson,2025-02-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7a57aca5-80d3-4509-ba6b-b54d6bf1dd3e,9823,3231.52,POS,APAC,63.05,Flagged,Sonya Mckee,2025-08-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,48c00242-2f85-4288-be68-265257363f3a,1399,46844.2,Wire Transfer,APAC,48.74,Cleared,Erika Guzman,2025-07-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,81f12c47-1bf8-4acd-a040-6ff64b3e92cf,7266,24406.7,Online,EMEA,35.83,Reviewed,Kimberly Peterson,2025-08-30
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f091a4e8-f8e9-45cb-95db-b0b6bd7e736c,1053,29914.39,ATM,Americas,24.31,Confirmed Fraud,Erica Skinner,2025-01-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,86db8b13-036a-48f9-b1f6-71b56d0cfdc6,6002,49497.41,Online,EMEA,49.79,Reviewed,Jennifer Green MD,2025-04-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a5f5375d-6931-49af-889b-ded3f12ed065,7402,43987.9,ATM,EMEA,6.47,Reviewed,Nicholas Mays,2025-02-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1c92ade4-5a4c-4431-a4f1-a17e4085e4fe,3331,27458.6,POS,Americas,10.87,Confirmed Fraud,James Ferguson,2025-06-22
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c32ee3aa-c259-4a87-b4db-79ab0efec601,8864,48263.95,Wire Transfer,APAC,30.3,Reviewed,Shawn Mills,2025-05-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,6e95507b-8cfc-4de5-ac31-3cc49c3b8cf5,1817,25543.03,Wire Transfer,EMEA,71.58,Flagged,Anna Taylor,2025-03-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a9342207-2d90-43de-ab64-f6beca849149,8842,2070.79,Online,Americas,53.01,Confirmed Fraud,Derek Price,2025-08-28
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5849e476-a4ba-4012-8653-4a01832a282f,7013,18371.97,Wire Transfer,APAC,68.74,Flagged,Craig Perez,2025-03-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0d050649-fc1b-4826-8090-b6df5e1ab828,3206,11052.12,Online,Americas,17.67,Cleared,Gregory Nelson,2025-01-12
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0f5770a7-5f77-4c14-80f7-590c6fa87c3d,2796,41582.25,Wire Transfer,APAC,22.64,Reviewed,Amy Cuevas,2025-06-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f794a27b-1929-454d-b598-42d7ed038857,6241,10532.46,Wire Transfer,APAC,23.61,Reviewed,Cheryl Knapp,2025-05-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d5b66b3d-5635-4422-a414-00f7a64ef99a,3982,27711.75,POS,EMEA,20.78,Reviewed,Shelby Schneider,2025-05-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2fe48d74-92e4-4030-8325-9634fe48b4e6,2865,10486.91,Wire Transfer,Americas,21.64,Cleared,Jason Smith,2025-01-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8a4dc2d0-49ab-46b0-bcd4-878411bbe1d7,8600,45932.1,POS,Americas,6.83,Cleared,Christopher Watson,2025-08-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ad99a348-5634-4321-83f1-acdb504df54d,5415,30542.5,Online,Americas,94.68,Flagged,April Jones,2025-05-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,c9164afb-b095-4ac9-9b76-d2155e7d9659,8923,33324.76,Wire Transfer,Americas,51.17,Cleared,Emily Macdonald,2025-07-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2798c63a-0c73-47c2-8c54-92e8cf10564c,7085,25383.12,POS,APAC,78.95,Reviewed,Rebecca Blackwell,2025-08-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4a151da4-152d-4189-8138-0c2cbc18fcb8,7125,26532.17,Wire Transfer,APAC,83.59,Flagged,Sandra Rivera,2025-09-19
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e5de297a-9277-42b1-a595-afb579ce6082,8993,28114.99,ATM,EMEA,47.94,Flagged,Cynthia Wells,2025-01-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ea806094-1658-4938-bc6b-9f939cea5c89,4892,9352.68,Wire Transfer,Americas,61.6,Cleared,Margaret Neal,2025-03-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,dba61a43-53cb-436d-b024-08038d9de9e6,5350,20417.11,ATM,Americas,11.43,Flagged,Robert Perez,2025-02-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ea581de9-90e3-4d3d-96f7-36ffc6770367,6258,6857.69,POS,APAC,78.7,Confirmed Fraud,Amy Johnson,2025-08-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,364ff98c-47ed-4f80-bcb0-b58b51d2e874,4570,32242.65,Wire Transfer,EMEA,81.16,Confirmed Fraud,Rebecca Edwards,2025-01-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,19aff0fe-4f22-4a9c-b992-a9807e0b3414,3086,6286.36,ATM,Americas,40.77,Confirmed Fraud,Richard Robles,2025-04-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a7a6813e-4c39-4729-bbb8-6a32d0ad07d4,8815,14105.45,Wire Transfer,EMEA,77.26,Confirmed Fraud,David Smith,2025-03-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0cbc980b-8592-4983-a019-3ee268f04f7e,2272,28739.4,POS,Americas,77.46,Reviewed,Robert May,2025-03-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,216c268d-c74a-47de-a446-3f3af59788ec,3309,42710.5,Wire Transfer,APAC,79.72,Cleared,Bonnie Perkins,2025-01-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5b58ec4c-aad1-406e-996a-024b6acd68cf,1470,22280.31,Online,APAC,6.76,Flagged,Stephanie Johnson,2025-07-21
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,821e889f-1146-4004-971a-d258dcabcd06,7636,16837.35,Wire Transfer,EMEA,1.1,Reviewed,Debra Vargas,2025-02-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1e8d6992-008d-4e64-923c-0db3f355fbf2,8416,18419.36,Online,EMEA,40.76,Confirmed Fraud,Elizabeth Jones,2025-05-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2446b082-f0dd-4478-9984-be75517be21b,6382,43544.37,Wire Transfer,APAC,68.9,Cleared,Sydney Garcia,2025-04-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,171bc11a-0d39-4095-ba1d-d1ceff3806e1,1602,43143.86,Online,Americas,51.5,Cleared,Adam Pitts,2025-02-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d160137c-a59b-46d1-8408-26ea4414d456,9366,8986.44,POS,Americas,16.41,Cleared,Christina White,2025-10-06
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,af00b030-db24-4d1c-8173-6cf965fcc749,6997,40938.81,POS,Americas,71.38,Flagged,Geoffrey Miller,2025-01-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,a8cd5a30-7043-4ad3-b611-0a35f060b44f,7935,48840.91,ATM,EMEA,11.49,Confirmed Fraud,Kylie Johnson,2025-02-22
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,fbfc2f1a-5efe-4a06-9e3f-ad5e190e2f9e,2309,22448.65,ATM,APAC,78.72,Flagged,William Davis,2025-07-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,36319e42-442c-4e3b-b434-67cccd40fadc,6382,34291.49,POS,APAC,79.48,Reviewed,Debbie Baker,2025-09-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7eae944a-3c96-46dc-8aa8-046a57e6e56b,9437,33452.75,POS,EMEA,32.17,Flagged,Sarah Lopez,2025-10-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,3b5c4449-3ccf-4358-b4ed-4efb469f7744,7368,39757.05,ATM,EMEA,64.96,Cleared,David Watson,2025-03-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,32f52f22-8e0a-4544-a996-6bc8a57d0588,9817,25260.61,Wire Transfer,APAC,55.81,Cleared,Debra Carter,2025-09-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,91190b48-7e99-43ed-9bb3-0b4bd874fd7e,7133,35763.06,POS,EMEA,18.96,Confirmed Fraud,Wendy Brown,2025-09-17
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,56b180b9-63b1-442e-80bf-6011a691fd3a,3155,40666.16,Wire Transfer,Americas,10.03,Reviewed,Jennifer Brown,2025-05-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2383e5d7-8ab1-45cd-ab07-8e5d639a051c,4029,46846.08,Wire Transfer,Americas,64.88,Flagged,Brandi Edwards,2025-08-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,8ca08921-6eb4-471a-aeef-74ecbd2f79e6,6965,35529.68,ATM,APAC,19.35,Confirmed Fraud,Matthew Harris,2025-01-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4bbd7cc3-7c75-4e32-9a28-6d642e2018b5,3288,10.53,Online,EMEA,82.67,Flagged,Corey Jackson,2025-09-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2dcdd65e-2514-49a9-98f9-e91d840a900e,9420,18454.6,Wire Transfer,Americas,96.75,Reviewed,John Martinez,2025-03-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,19b2b4c5-134d-4014-bd02-bf1f80ed268e,8744,20227.05,POS,Americas,55.04,Reviewed,William Mcclure,2025-09-12
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,e8403143-106d-4b8d-8b59-d8c35cf5b6c5,3291,40712.66,ATM,APAC,48.08,Flagged,Michael Escobar,2025-05-28
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,333f1684-3f3e-4766-937d-468033c5c146,6963,33390.14,Wire Transfer,Americas,9.21,Confirmed Fraud,William Wallace,2025-04-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,35c00da6-048c-488d-a3c8-cafc4a79e14b,4846,41411.23,Wire Transfer,Americas,45.56,Confirmed Fraud,Robin Smith,2025-01-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2c03228f-ae6c-4245-afcb-e11ee58fd191,8077,48902.2,ATM,APAC,29.84,Confirmed Fraud,David Bailey,2025-04-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,648dfc17-a4d7-42cc-928c-acf4e1191613,8048,37181.54,Wire Transfer,EMEA,88.61,Cleared,Felicia Ramsey,2025-10-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4fe57f3b-929e-4c76-928f-619d55753398,3234,14571.02,ATM,Americas,82.16,Confirmed Fraud,Jasmine Cordova,2025-04-27
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,2f35995c-aeed-45e2-b41b-32b63b1e9eb3,9184,16841.04,ATM,Americas,2.69,Flagged,Valerie Leach,2025-08-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b8b8308a-1b85-4eb1-886b-d68554bfc45a,2178,25504.37,Online,APAC,7.88,Cleared,Kathleen Kennedy,2025-09-13
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,407e5f6c-2ffe-46e4-a124-59288b5e982c,6584,16329.05,Online,APAC,31.95,Confirmed Fraud,Roger Hawkins,2025-02-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,300b0843-b8eb-4382-bf16-9f6689f09e51,4039,19115.86,ATM,APAC,15.98,Flagged,Juan Anthony,2025-06-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0aa45c0c-8aec-4e6c-aab8-edae24714efc,5462,35428.22,Online,APAC,76.0,Reviewed,Alexander Morris,2025-01-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,09be326f-bfdc-4ff9-975c-bd98371e0626,7978,44346.2,POS,Americas,64.63,Confirmed Fraud,Geoffrey Alexander,2025-01-28
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,4317e7f4-5fa0-4be6-b073-3ee29a17f846,9397,25897.23,Online,APAC,83.41,Reviewed,Mrs. Sheila Merritt,2025-09-25
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b7f3ef98-1995-47da-9bf1-d25c2c346e42,3026,3333.95,POS,APAC,43.42,Flagged,Jay Lee,2025-07-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ccac6419-0046-4403-889e-e3c00573d5d8,9685,19031.84,POS,APAC,29.02,Flagged,Alex Medina,2025-06-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,0953e686-d21e-482b-880b-7c40886dc8f1,7927,34214.85,POS,EMEA,84.95,Reviewed,Timothy Wallace,2025-07-15
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7365af8d-8035-4e38-90b7-d124008256f9,3028,1305.38,Wire Transfer,APAC,37.64,Flagged,Lindsay Williams,2025-08-28
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,6f81d6f5-46f5-44b7-a020-67a9d51b534e,3978,959.73,Wire Transfer,APAC,17.82,Flagged,Brenda Jackson,2025-07-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,bce4a053-d1f8-459f-8ffb-12e9a222508c,1697,16099.61,POS,APAC,5.1,Reviewed,Christopher Hartman,2025-09-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,49730e59-d15d-474b-87ba-605584af1da0,7816,4361.18,Wire Transfer,APAC,29.31,Confirmed Fraud,Kim Robertson,2025-02-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,d0486351-2bd8-4318-b88d-4d90d6c1d3e1,5951,35129.93,POS,EMEA,60.87,Reviewed,Alexandra Phillips,2025-07-18
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,02ca920f-7270-438f-90c0-bc1c031433a9,1743,34244.62,ATM,Americas,53.67,Cleared,Dawn Medina,2025-10-03
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,31178cd7-575e-45ba-a19c-4e2ef5a17fb3,8789,6049.42,Online,APAC,50.92,Reviewed,David Stanley,2025-09-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b86cbdd2-fd23-4bf2-8ae9-efa5d2dd649f,1733,29996.89,Online,APAC,77.86,Cleared,Eric Werner,2025-07-22
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,52758f99-1e34-4f97-8504-51b9b1846140,2718,38707.75,Wire Transfer,Americas,5.68,Reviewed,Kayla Mendez,2025-04-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,153659c9-338f-41c2-a7df-fb7327f35d32,5620,39002.98,Online,APAC,49.76,Reviewed,Joseph Roberts,2025-02-07
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,3a50afeb-8309-4e41-b9f6-6cb5c60e0832,6315,35111.1,Online,Americas,34.93,Confirmed Fraud,Charles Brown,2025-08-21
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,77560cce-5aac-4ce2-92f3-1f4190df83b4,8300,38918.73,POS,APAC,13.71,Flagged,Shannon Campbell,2025-06-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,65b70d43-2841-4818-bd26-54814eb3a1e5,9653,32511.82,Online,Americas,75.52,Cleared,Joseph Harrison,2025-08-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7ccce7bf-b586-4302-ab10-8cbf11eb80c4,7825,14692.61,Online,EMEA,35.29,Cleared,Tracy Anderson,2025-07-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,376a429d-6ea5-4eef-87d6-3faa61ef5ad8,1263,6387.05,POS,Americas,95.18,Flagged,Holly Cole,2025-01-26
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,fa39fcfa-5121-40a1-8bcf-d63fb5d7747c,4319,34772.76,Online,APAC,44.04,Cleared,Ms. Patricia Brooks,2025-07-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,1cb67fd6-b0c6-46b8-befd-1bf5a7a554e7,1609,23183.04,Wire Transfer,Americas,44.54,Flagged,Heidi Neal,2025-07-04
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,03dce5c5-7ae8-452e-b036-d611047429ee,5020,30376.27,POS,EMEA,15.46,Confirmed Fraud,Maria Cooper,2025-08-23
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7f32e3da-39a6-4126-bdb3-09045940c7ac,3923,4647.79,Wire Transfer,Americas,43.79,Flagged,Scott Mcdaniel,2025-05-05
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,b7901019-ea0c-4ef9-a7ab-6af7eb0c95a0,3205,17144.09,ATM,EMEA,17.28,Cleared,Charles Burke,2025-07-14
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,90363030-e174-4639-9eae-3174929d9fd4,8596,33798.45,ATM,APAC,15.44,Flagged,Cynthia Reid,2025-01-02
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,5ddf540a-ab6c-4b6d-977a-1448b24adb88,7641,36549.47,ATM,APAC,91.08,Cleared,Catherine Alvarado,2025-06-08
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7da50039-68af-49bc-a7ba-807c1b881286,5633,45197.19,POS,EMEA,5.39,Cleared,Meghan Daniel,2025-01-10
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7004e8e0-3957-48ca-aa29-b11a4b283d44,8136,49958.57,Wire Transfer,Americas,0.1,Cleared,Timothy Mendoza,2025-09-24
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,ee4ece85-cd88-4476-a513-dd0cd6e413a7,1040,37880.39,Online,EMEA,82.49,Cleared,Elizabeth Molina,2025-08-09
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,010c818c-3975-4950-ba70-cebb30153e79,3543,32815.61,Online,EMEA,52.04,Flagged,Tiffany Flores,2025-07-14
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,fdc828db-9489-4a0e-b85b-3733c20ec322,5778,45106.59,Wire Transfer,Americas,72.08,Reviewed,Sarah Mcmillan,2025-04-20
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,f906b709-9ddf-4fee-8b69-2c611cf2f553,8478,42416.25,ATM,Americas,82.19,Reviewed,Brian Stephens,2025-08-29
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,35824eda-5b78-4d69-8d7e-0845cc2278ca,1491,14904.01,ATM,APAC,71.79,Flagged,Michael Stewart,2025-03-11
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,9a256810-122d-4124-aecf-8ce3678dfac0,1540,17462.72,ATM,EMEA,43.12,Cleared,Crystal Bradford,2025-05-16
Risk Management,Risk and Compliance Operations,Fraud Detection and Prevention,Monitor Suspicious Transaction,Security Value,Compliance Data,Monitor Suspicious Transaction,7d17dd57-7130-4598-b2d1-2d3deb3704fc,6597,38442.07,Online,Americas,62.91,Reviewed,Hannah Green,2025-09-11
