Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Department,Region,Transaction Amount (USD),Risk Level,Alert Status,Transaction Date,Reviewed By,Customer Country,Remarks
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,AML Data,Screen Customer Transactions,8f308b05-e7af-4acb-ad04-d11f215c174e,376840,Fraud Detection,APAC,47007.89,High,Escalated,2025-02-25,Daniel Rodriguez,Saint Barthelemy,Imagine manage knowledge unit.
Risk Management,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Compliance,Transaction Data,Review Alerts,bec7dfef-05b6-47df-8742-4545adb451fb,551470,Risk,EMEA,71450.33,Low,Cleared,2025-01-30,Cameron Maldonado,Grenada,One provide fear much simply.
Compliance Oversight,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,Transaction Data,Review Alerts,de0be3f1-5c60-4918-ac1d-9802e837fb97,129146,Compliance,Americas,38321.05,Critical,Cleared,2025-08-31,Alicia Wright,Oman,Do minute help program century score.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,63116914-4eaa-463c-871f-b41b4fb89ab2,281559,Operations,APAC,93852.0,High,Confirmed Suspicious,2025-05-29,Amanda Johnson,Oman,Factor forget though rate behavior join good.
Compliance Oversight,AML Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,Transaction Data,Screen Customer Transactions,bb83cd6e-73ec-40c7-aad6-75d8b5ba6eeb,544905,Compliance,Americas,83327.97,High,Pending Review,2025-06-18,Dr. Lori Scott,Guyana,Late use investment news they.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Security,AML Data,Flag Suspicious Transactions,99aac518-cd47-490e-979b-c3fc07ad8875,627538,Fraud Detection,Americas,29730.56,Low,Cleared,2025-01-16,Jeffrey Cain,Haiti,Understand impact officer environmental enjoy word need.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,AML Data,Screen Customer Transactions,0f70f5e5-8950-4593-bcbe-c42bb50e6efc,848818,Operations,EMEA,32035.13,Low,Confirmed Suspicious,2025-02-23,Cynthia Shepherd,Congo,Meet oil already line.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Compliance,Compliance Data,Flag Suspicious Transactions,c233c023-0871-4e96-ad8f-5f220d8e7ed1,708977,Compliance,EMEA,42011.66,Low,Cleared,2025-09-28,Erica Collins,Tuvalu,Account enjoy about manage.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c6a85f48-b69c-4294-8f72-fb03766f9486,869079,Compliance,APAC,21292.74,Critical,Cleared,2025-03-18,Kathleen Williams,Montenegro,Teach require once.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Screen Customer Transactions,646479cf-8147-4bca-8326-a0c424229444,717900,Compliance,APAC,24666.74,Critical,Pending Review,2025-01-10,Danielle Hill,Ethiopia,Skin land join five research company.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,Compliance Data,Flag Suspicious Transactions,7cde67ce-7040-463d-adf3-9221ab73cf59,769657,Compliance,Americas,95118.57,High,Escalated,2025-09-28,Samuel Hogan,Saint Vincent and the Grenadines,Especially choose scientist difference other.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,Compliance Data,Screen Customer Transactions,26e8dc94-aefe-42d5-9b58-63945d40a410,790450,Compliance,Americas,11234.15,High,Confirmed Suspicious,2025-05-19,James Richards,Lebanon,Drive board heart close including deep.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Compliance Data,Flag Suspicious Transactions,6c611343-6df7-448f-b39a-4e002a10b3c2,377702,Compliance,EMEA,50501.33,Medium,Escalated,2025-05-13,Virginia Fletcher,Uganda,Human else fall theory know.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Transaction Data,Screen Customer Transactions,a362b825-d623-42a0-bc3a-53a76a8b4087,486756,Compliance,EMEA,67709.47,High,Confirmed Suspicious,2025-06-12,Nancy Brewer,Hungary,Check foreign international generation tough doctor.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Compliance,Transaction Data,Screen Customer Transactions,76b34d05-5557-41b1-9c99-c482ee9cd40e,290332,Risk,EMEA,14953.37,Medium,Escalated,2025-04-09,Kendra Long,Svalbard & Jan Mayen Islands,Factor field major public weight degree.
Risk Management,AML Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,Transaction Data,Review Alerts,1fe4a264-fc09-4f19-bb5d-4d1b22dcd42e,438759,Compliance,EMEA,47852.34,Low,Pending Review,2025-03-29,John Patrick,Liberia,Simply set clearly with own high management player.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Screen Customer Transactions,f7a23aaf-e966-476d-b027-3b1a4f76ef35,967179,Operations,EMEA,65064.32,High,Cleared,2025-07-12,Margaret Bennett,Greece,State successful discussion first speak edge clearly.
Compliance Oversight,AML Operations,Customer Risk Review,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,ed848d2a-75cb-4af4-85bc-b08f2fed0da1,947052,Risk,APAC,38728.49,High,Escalated,2025-05-09,Vanessa Cole,Namibia,Trial three course attention.
Compliance Oversight,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Compliance Data,Flag Suspicious Transactions,4e0e9167-d0f5-4115-a122-fca9115c9968,110818,Fraud Detection,APAC,58897.65,Medium,Pending Review,2025-09-28,Gregory Fuller,Denmark,Would bag officer something return try.
Compliance Oversight,AML Operations,Customer Risk Review,Monitor High-Risk Accounts,Compliance,Compliance Data,Review Alerts,02f7c962-7b9e-4849-9310-210cd5acc172,613245,Risk,Americas,71622.73,Medium,Escalated,2025-10-15,James Fletcher,Bangladesh,Choose ground clearly little political check determine.
Financial Crime Prevention,AML Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,Compliance Data,Review Alerts,895bc514-6376-4446-b651-a4de635cb585,359311,Compliance,EMEA,63544.83,Critical,Cleared,2025-08-18,Ryan Gibbs,Korea,Point product race.
Compliance Oversight,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Compliance Data,Screen Customer Transactions,c3e09ea7-07b5-4787-93c3-fd2c44ea0fb2,773309,Fraud Detection,Americas,88157.93,Medium,Pending Review,2025-03-15,Paula Jones,Vanuatu,Expert police example when past.
Compliance Oversight,AML Operations,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Review Alerts,a3150bc6-ef81-4060-9991-867b2022b78a,495157,Operations,EMEA,60415.22,Critical,Escalated,2025-09-20,Tyler Larson,Brunei Darussalam,Your even particular so speak.
Financial Crime Prevention,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,227193d4-e8c1-47d4-a0a6-895576d0a545,312830,Risk,EMEA,17625.59,Medium,Cleared,2025-07-07,Peter Sandoval,Madagascar,Order work do game pull tree music.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Security,Compliance Data,Flag Suspicious Transactions,fa6e6d4e-9716-440a-afc6-92cd88577ab7,941885,Compliance,APAC,52926.83,Critical,Cleared,2025-07-08,Paul Simpson,Canada,Feel whom day.
Financial Crime Prevention,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,AML Data,Screen Customer Transactions,00d07617-8ae6-4327-b8b8-73f885d0f424,771515,Fraud Detection,APAC,38131.28,Medium,Cleared,2025-10-10,Garrett Cannon,French Guiana,Attorney majority dinner long of.
Compliance Oversight,AML Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Compliance Data,Screen Customer Transactions,281a1cb5-f0f7-42ea-b985-71ea671345e4,980255,Fraud Detection,Americas,17624.0,Low,Escalated,2025-09-05,Anthony Ward,Lesotho,Long full away contain notice.
Risk Management,Risk and Compliance Operations,Customer Risk Review,Identify Suspicious Activities,Security,AML Data,Review Alerts,55b483a9-7c54-4baa-9e35-0ab5ced62114,152934,Operations,EMEA,47340.48,Critical,Pending Review,2025-05-19,Mr. Larry Hall,Cayman Islands,No technology pretty under hope win plant.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,Transaction Data,Flag Suspicious Transactions,7ed613c0-e70b-4766-aa14-7edb472f8a2a,228097,Fraud Detection,APAC,64896.76,Low,Pending Review,2025-02-16,Jesus Ashley,Qatar,Because painting commercial hotel mission phone would.
Financial Crime Prevention,AML Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Transaction Data,Review Alerts,2d3c9674-6694-4645-84a1-eb52cf652a7f,290720,Operations,APAC,19474.72,Low,Cleared,2025-03-31,Donna Jones,French Southern Territories,Decide company war if against senior.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,Transaction Data,Flag Suspicious Transactions,4cc6ddb0-885a-4132-a0d4-131f575b0f9c,472687,Fraud Detection,APAC,55124.5,High,Cleared,2025-03-24,Kimberly Alexander,Sao Tome and Principe,Hair speech often evening police social.
Risk Management,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Screen Customer Transactions,deef2d0d-fedd-4242-9845-f91c7780eff1,520417,Risk,APAC,32313.14,Critical,Confirmed Suspicious,2025-05-13,Ivan Carter,Samoa,Evidence forward listen.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Transaction Data,Screen Customer Transactions,36977b9a-2064-4ddf-a31c-8763bde002da,628145,Operations,Americas,45906.3,Medium,Confirmed Suspicious,2025-09-13,Ronald Morris,Eritrea,Anything role according collection spring but whether.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Security,Transaction Data,Review Alerts,9503f4a5-176b-450b-b884-bc119e292bcf,487791,Operations,Americas,48670.89,Low,Pending Review,2025-07-25,Stephanie Mclaughlin,Saint Martin,Deal especially wear happen step believe.
Compliance Oversight,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,Transaction Data,Screen Customer Transactions,4131d8f2-87df-4329-920d-2bf273128032,768632,Risk,EMEA,68655.87,Low,Cleared,2025-02-12,Kristine Turner,Senegal,Discover choice challenge because animal.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,AML Data,Flag Suspicious Transactions,b78b1cc0-d722-45ad-a53a-32dbdabb639b,274154,Risk,APAC,98444.21,Critical,Cleared,2025-01-25,Heidi Hayes,Mozambique,Something be ever water buy.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,AML Data,Flag Suspicious Transactions,90b66d79-aaf2-4ff4-a976-0995e0750659,476955,Risk,Americas,7940.23,Medium,Confirmed Suspicious,2025-09-20,Dana Smith,Guinea-Bissau,Resource street lead charge career nice.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Transaction Data,Review Alerts,0c757034-9fbb-4be3-9e9a-6bae0895034e,626881,Risk,EMEA,44811.52,Medium,Escalated,2025-06-24,Catherine Hunt,Niue,Prepare capital point.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Screen Customer Transactions,98543d57-1c5c-4d4a-8131-6d81ebccaaf5,687424,Risk,EMEA,25722.34,High,Confirmed Suspicious,2025-02-10,Elizabeth Wang,Poland,Beautiful idea than season protect.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Security,AML Data,Screen Customer Transactions,c87adaef-1db5-45c3-a16f-6248eda610c5,750545,Compliance,EMEA,65747.95,Low,Escalated,2025-02-25,Carrie Kim,Tuvalu,Bill spend happy beyond forget remember other.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Screen Customer Transactions,Security,Transaction Data,Screen Customer Transactions,cad13d4a-77ce-430e-abad-2ab9f7aa97b6,313688,Fraud Detection,EMEA,69066.17,Medium,Cleared,2025-04-06,Charlotte Hanson,Lebanon,Subject article our likely spend beat girl a.
Financial Crime Prevention,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,AML Data,Flag Suspicious Transactions,5e039aa8-5038-4819-abea-273394167d02,551967,Compliance,APAC,93232.22,Critical,Cleared,2025-07-28,John Rodriguez,Bulgaria,Fast single receive yard.
Compliance Oversight,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Security,Compliance Data,Review Alerts,cac8e7c4-b165-4950-9e77-0090f1fea47e,149403,Risk,APAC,93158.42,Medium,Escalated,2025-09-26,Paula Frazier,Peru,Company as among trial.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,AML Data,Review Alerts,2c87b683-3951-4ac5-a784-0465f71f47ba,976316,Operations,EMEA,69111.16,Medium,Confirmed Suspicious,2025-01-01,David Aguilar,Kazakhstan,Produce rest theory wait ten save.
Compliance Oversight,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,AML Data,Review Alerts,78c3df46-b818-4586-a28d-4fb19f5e7fed,673908,Compliance,EMEA,2358.91,Medium,Confirmed Suspicious,2025-01-21,Katherine Horne,Denmark,Present full what will and.
Risk Management,AML Operations,Customer Risk Review,Screen Customer Transactions,Security,Transaction Data,Review Alerts,417012f5-5f55-4bc0-a8d3-c694310b1907,995984,Compliance,APAC,23747.78,Medium,Cleared,2025-03-06,Heather Stevens,United Arab Emirates,Series general compare despite impact collection.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Monitor High-Risk Accounts,Risk Prevention,AML Data,Review Alerts,1b16d54b-f729-4539-bc1a-940faffba7d3,780740,Compliance,Americas,77634.07,High,Cleared,2025-04-05,Rachael Gutierrez,Cook Islands,Here share task week.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,Transaction Data,Review Alerts,8233f7b6-b8a7-4dbf-a5a2-43c089c4a68e,283677,Risk,EMEA,29160.02,Medium,Confirmed Suspicious,2025-06-07,Catherine Dean,Saint Barthelemy,White senior open student article seat.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Flag Suspicious Transactions,b2f416dd-a291-4c6e-a709-f266b45ac46a,946766,Compliance,Americas,22169.46,Low,Pending Review,2025-01-10,Matthew Schultz,Afghanistan,Daughter finally most term.
Compliance Oversight,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,52e8c26d-f46f-4b27-9625-c17c1df0285e,674875,Risk,EMEA,95970.57,Medium,Pending Review,2025-03-31,Brian Daugherty,Togo,Not who many cell develop.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,02061ca0-0eb1-4e44-bc4a-1659c9b05a96,120530,Fraud Detection,EMEA,99735.8,High,Pending Review,2025-07-22,Jose Schultz,Myanmar,Behavior high board nice today.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Compliance Data,Review Alerts,df7701d9-042e-4c50-831d-077abcdf293a,397608,Operations,EMEA,50141.75,Medium,Cleared,2025-01-23,Michael Miller,Samoa,Movement great those ten religious long more project.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Security,Transaction Data,Flag Suspicious Transactions,75821988-8882-40c6-9960-b31283d6c99a,311652,Risk,APAC,70404.21,High,Confirmed Suspicious,2025-04-08,Molly Davis,Monaco,Federal next hand eye.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Compliance Data,Flag Suspicious Transactions,6bc00f9f-9c65-4790-9ceb-98b0210d1e86,187252,Operations,Americas,39117.73,High,Pending Review,2025-02-02,Timothy Garner,Belgium,Total data relate individual study between significant.
Risk Management,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Risk Prevention,AML Data,Screen Customer Transactions,35764306-fc65-4b85-91c8-6f3f68b6b747,612568,Compliance,Americas,33978.14,High,Confirmed Suspicious,2025-01-28,Thomas Estrada,Korea,Rule program recent arm.
Financial Crime Prevention,Risk and Compliance Operations,Customer Risk Review,Screen Customer Transactions,Risk Prevention,Transaction Data,Screen Customer Transactions,2bc94246-ab8e-4a56-917e-cef9046b22d3,552904,Fraud Detection,APAC,84037.23,Low,Confirmed Suspicious,2025-07-31,James Davis,Romania,Role country population old play see.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Security,Transaction Data,Screen Customer Transactions,1a53939e-18fe-443b-91d4-72e522a899b2,826761,Fraud Detection,Americas,37765.22,Critical,Escalated,2025-07-28,David Pham,Lesotho,Place bring start human culture choose.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,Transaction Data,Review Alerts,02305b7b-3ea0-48dd-a46d-abdc1bcb10c7,711539,Operations,APAC,2514.97,Low,Pending Review,2025-06-17,Gloria Higgins,Serbia,Thus trouble lose authority power operation mean.
Risk Management,AML Operations,Customer Risk Review,Identify Suspicious Activities,Risk Prevention,Transaction Data,Flag Suspicious Transactions,8c1978ad-b4f7-41e1-90eb-5be3342b69e4,640738,Compliance,Americas,69781.13,Low,Confirmed Suspicious,2025-09-06,Caleb Washington,Uzbekistan,Computer personal guess will thing here today.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Security,Transaction Data,Flag Suspicious Transactions,89a5f2ec-e293-452d-bf97-58452a75e129,914297,Operations,EMEA,39210.51,Critical,Pending Review,2025-06-01,David Smith,Japan,Health do close difficult.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Identify Suspicious Activities,Risk Prevention,Compliance Data,Flag Suspicious Transactions,c1e25f34-7644-4f60-baeb-9ceded4a9c94,457331,Operations,EMEA,13769.14,Medium,Cleared,2025-01-13,Jeffrey Gross,Tonga,Close share so have method citizen case.
Financial Crime Prevention,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,AML Data,Screen Customer Transactions,99997d52-bb39-4b8c-98c5-0a3fcb8b09af,643508,Fraud Detection,EMEA,52307.87,Low,Pending Review,2025-08-23,Melinda Lee,Antigua and Barbuda,Local near who score reflect few.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Review Alerts,e34270ed-2abc-417a-a8de-76ba5a38e23e,539161,Risk,APAC,67944.31,Low,Pending Review,2025-07-05,Jeff Jarvis,Burundi,Professor meeting notice stay reduce.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Compliance,Transaction Data,Review Alerts,122de9af-8aec-4a1b-99cd-59e6b3715b63,582481,Compliance,Americas,28354.44,Medium,Escalated,2025-06-29,Courtney Hudson,Gabon,From thank rule.
Compliance Oversight,AML Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,Transaction Data,Flag Suspicious Transactions,d21cf740-ee54-4482-8a67-b2d0afd44ad6,248428,Operations,APAC,69502.96,Critical,Cleared,2025-08-17,Christopher Wood,Montserrat,Voice spend experience risk I else.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Compliance Data,Flag Suspicious Transactions,e460a4b2-7c40-4d2e-9ce2-d0a04632c370,523278,Operations,EMEA,22560.52,Medium,Confirmed Suspicious,2025-01-08,Eric Wood,Svalbard & Jan Mayen Islands,He simple front alone provide point bring.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Identify Suspicious Activities,Compliance,Compliance Data,Flag Suspicious Transactions,2683a315-c2ae-45f5-8dbf-6037f2522ecd,668747,Fraud Detection,EMEA,74926.78,High,Escalated,2025-06-20,Jo Dorsey,Honduras,Artist effect industry risk create.
Risk Management,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,AML Data,Flag Suspicious Transactions,bef9433a-5ba4-4c4c-8986-cdcbc062da4d,166236,Fraud Detection,APAC,38410.18,Low,Cleared,2025-06-20,Frederick Davis,Saint Helena,Chance how property surface produce help tough.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,AML Data,Review Alerts,a67d7c14-7558-41ee-965f-179caf6f0a47,554107,Fraud Detection,Americas,64923.43,High,Pending Review,2025-08-11,Rodney Lee,Samoa,Court total until order indeed.
Risk Management,Fraud and Risk Control,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Review Alerts,66e5e2d3-c0fa-4f5e-8dd4-8d676a217f65,700701,Fraud Detection,APAC,94490.96,Critical,Pending Review,2025-03-26,Randy Robinson,Rwanda,Drop test would shoulder few.
Risk Management,AML Operations,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Review Alerts,bf3ae14f-e585-4e54-9480-0c1c8c7d7372,287644,Compliance,Americas,38534.48,Low,Confirmed Suspicious,2025-08-22,Daniel Little,Thailand,Return improve national now then kind.
Financial Crime Prevention,Fraud and Risk Control,Customer Risk Review,Identify Suspicious Activities,Security,Transaction Data,Review Alerts,005ad722-f329-4695-b42a-4c881e489dcb,960958,Operations,EMEA,5001.19,Low,Cleared,2025-01-31,Dr. Rachel Nguyen,Macedonia,Sense charge find more.
Compliance Oversight,Risk and Compliance Operations,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,Transaction Data,Screen Customer Transactions,daade5db-9fbd-4c92-ac8e-5d2ee6ea2d45,838784,Fraud Detection,APAC,15648.69,High,Confirmed Suspicious,2025-01-04,Lori Taylor,Portugal,Direction participant including measure home today.
Financial Crime Prevention,AML Operations,Transaction Surveillance,Identify Suspicious Activities,Security,Transaction Data,Review Alerts,4c2a6cb5-2a21-40a5-b826-a86acfc2c7dd,306659,Operations,Americas,94948.21,Critical,Escalated,2025-10-08,Jeremy Martinez,Bhutan,Policy kitchen often over hotel music away.
Financial Crime Prevention,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Compliance,AML Data,Flag Suspicious Transactions,08617cf2-7132-4ac9-8fef-f43ccf6199e9,622648,Operations,Americas,73856.42,High,Cleared,2025-09-26,James Shaw,Niue,Large create decision model.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,AML Data,Screen Customer Transactions,ae596e2e-3ea9-4499-87a7-29a39c3d7f80,996010,Operations,APAC,16950.41,Low,Cleared,2025-08-23,Dustin Burns,Greenland,Old various main message husband.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,Compliance Data,Flag Suspicious Transactions,8aad84f1-86b5-4215-82a9-571198efcea6,801773,Fraud Detection,APAC,9993.12,High,Pending Review,2025-02-13,Brandon Medina,Saint Barthelemy,Home international and team.
Financial Crime Prevention,Risk and Compliance Operations,Transaction Surveillance,Identify Suspicious Activities,Risk Prevention,Compliance Data,Flag Suspicious Transactions,ec447402-e385-466e-8e7d-db438b9b932e,665429,Operations,EMEA,64559.1,Medium,Pending Review,2025-09-06,Tammy Miller,Saudi Arabia,Gun food expect attack.
Compliance Oversight,AML Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,AML Data,Flag Suspicious Transactions,1246942e-11b1-47d9-98d8-c82effcb1480,547992,Risk,APAC,80488.3,Low,Cleared,2025-06-16,Jean Myers,Moldova,Our finally wall blood three anything how.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security,Compliance Data,Flag Suspicious Transactions,a2e15260-057e-4d5d-8d57-0982d7182e7d,133560,Operations,APAC,30321.38,Medium,Escalated,2025-08-17,Jeffrey Noble,Dominican Republic,Them standard fall result better.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Screen Customer Transactions,Risk Prevention,Transaction Data,Review Alerts,069695fd-a76f-4364-8a9b-64d5f26be24d,127228,Operations,APAC,42927.42,Critical,Cleared,2025-03-26,Laura Koch,Italy,Hope blue deep though we speech.
Risk Management,AML Operations,Transaction Surveillance,Monitor High-Risk Accounts,Security,AML Data,Flag Suspicious Transactions,c3e33f9f-02bb-4ed2-98ea-a020e50f24ea,968506,Fraud Detection,APAC,50099.28,High,Pending Review,2025-07-17,Kyle Tate,Lesotho,Amount with old.
Compliance Oversight,Fraud and Risk Control,Anti Money Laundering Monitoring,Monitor High-Risk Accounts,Risk Prevention,Compliance Data,Flag Suspicious Transactions,c6e41412-9ae9-4f6a-9dee-7fb590fdb3f2,165795,Compliance,EMEA,65399.14,Medium,Confirmed Suspicious,2025-05-11,Jessica Brewer,Algeria,Light two trouble manage wife quite.
Financial Crime Prevention,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Risk Prevention,AML Data,Screen Customer Transactions,9ca22be2-cd94-47e5-92bc-a1f648328d54,351442,Risk,Americas,81711.19,Critical,Confirmed Suspicious,2025-04-22,Elaine Huffman,Luxembourg,Meet charge government feeling news.
Risk Management,Risk and Compliance Operations,Transaction Surveillance,Screen Customer Transactions,Compliance,Transaction Data,Review Alerts,77745219-2837-4d73-9576-5023fdc8e109,103976,Operations,EMEA,8869.46,High,Confirmed Suspicious,2025-08-26,Brandy Rhodes,Kyrgyz Republic,Group probably local summer new walk someone.
Risk Management,Fraud and Risk Control,Anti Money Laundering Monitoring,Identify Suspicious Activities,Compliance,Transaction Data,Review Alerts,9bbb0625-c915-4329-a40e-56576fad15bd,885368,Operations,Americas,11063.98,Critical,Cleared,2025-03-28,Bridget Parrish,Philippines,Begin issue practice finally.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Screen Customer Transactions,Compliance,AML Data,Screen Customer Transactions,9d61daed-2af6-4a87-b7b4-7b9d0886868c,800255,Fraud Detection,Americas,26704.97,Critical,Escalated,2025-08-03,Deborah Gill,Mauritania,Strategy lead smile.
Risk Management,Fraud and Risk Control,Transaction Surveillance,Monitor High-Risk Accounts,Risk Prevention,AML Data,Screen Customer Transactions,cf97e4b0-ec5d-4f62-8e37-042482766aa1,885219,Compliance,EMEA,10712.44,High,Escalated,2025-07-05,April Campbell,Fiji,Six score charge card decision.
Compliance Oversight,Risk and Compliance Operations,Customer Risk Review,Screen Customer Transactions,Security,Compliance Data,Review Alerts,643105d9-9e17-48cd-a6aa-c1fd91266c5e,942343,Operations,EMEA,91993.7,Medium,Pending Review,2025-07-15,Sara Collins,Hungary,Matter account road hair institution.
Compliance Oversight,Fraud and Risk Control,Transaction Surveillance,Identify Suspicious Activities,Security,Transaction Data,Review Alerts,af8ef713-46f4-4991-9e2b-bd80972760ef,423526,Fraud Detection,APAC,67723.08,Low,Pending Review,2025-06-16,Kelly Bryant,Congo,Usually mean act air number standard.
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Identify Suspicious Activities,Security,Compliance Data,Screen Customer Transactions,2c0bb824-be1e-4a22-8ee7-7bd33708af4a,318415,Risk,APAC,17868.25,Low,Escalated,2025-01-26,Mr. David Shea,Egypt,Be test hundred pick up.
