Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Report ID,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Report Status,Reported By,Report Date
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Compliance Data,Reports Suspicious Activities,1b19576c-6783-48ee-bbe4-f5948166fe5d,9087d42e-6f11-4c88-8859-dc966f442e57,5976,16557.18,POS,Savings,EMEA,82.13,Investigated,Connor Anderson,2025-05-16
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Investigate Alerts,2addba3c-3bb9-4e6b-90c3-4f91fc4d4760,379e30a9-38cb-4569-b1b6-52e1d1a10743,4076,49031.16,Online,Corporate,EMEA,55.58,Investigated,Patricia Rivas,2025-08-14
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Compliance Data,Monitor Transactions,4bbdf0c8-2257-40ba-afae-9882cf810786,2849c8f6-40e5-4afd-88ef-51c01cc92cf6,9511,8515.5,Wire Transfer,Current,EMEA,58.45,Filed,Michael Valencia,2025-02-21
Operational Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,fe5433ac-1a36-40cf-b911-60ca5c2bdfdf,9422ff05-5297-49fa-855d-4660721ecd96,1804,52635.29,Online,Current,EMEA,73.05,Closed,David Holt,2025-10-12
Operational Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Reports Suspicious Activities,5eb881f3-4984-4f30-895a-bd18f1b23236,4cfd82df-4897-44ee-94e1-a81e4290b36d,3136,95988.22,Online,Current,EMEA,75.96,Investigated,John Hebert,2025-02-24
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,32e70c71-ef5e-4561-a9a4-4ba433af7a9f,0774412e-d41e-4284-92fc-d0c3c8f78867,4683,66726.52,ATM,Savings,Americas,49.91,Filed,Angel Murray,2025-06-30
Financial Crime Risk,Fraud Management,AML Reporting,Investigate Alerts,Security Value,Compliance Data,Monitor Transactions,06cb0ec9-2bf3-4bd4-825b-96b08fa65a6d,481ff757-6c24-493f-9056-06a323344968,9044,45663.16,Online,Savings,EMEA,15.85,Filed,Terrence Potter,2025-01-13
Risk Management,AML Operations,Fraud Detection,Investigate Alerts,Security Value,Transaction Data,Reports Suspicious Activities,8bfd8df4-874c-4055-845a-b1d5d41104e3,069c4f07-1d9a-4de7-a31c-9466f153d1ea,6898,67159.38,POS,Current,Americas,41.34,Filed,Anthony Baker,2025-06-12
Risk Management,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Compliance Data,Investigate Alerts,33464f44-0fec-4cb8-9324-06bd9d8b3a85,152f9666-a129-4026-8a1d-c7708266874f,7661,78384.92,Online,Current,APAC,27.03,Filed,Cynthia Martin,2025-05-09
Risk Management,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Compliance,Transaction Data,Monitor Transactions,ea78219c-d0ef-4957-a0ef-e82758189990,0a063fb9-0de3-462e-91e1-778b9ef82a45,6847,7273.43,ATM,Corporate,APAC,39.33,Closed,Monica Barr,2025-07-08
Financial Crime Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Audit Data,Reports Suspicious Activities,62901879-46dd-4d7a-aca7-b01276a31163,23a5e74c-247d-4ee1-8104-0a8dc1005a57,3882,62332.56,Wire Transfer,Savings,APAC,46.37,Pending Review,Anthony Anderson,2025-09-13
Financial Crime Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Operational Oversight,Compliance Data,Investigate Alerts,9ba37066-ae8f-4e0f-a62e-118ab26f03c8,03d6c1e2-1199-4012-b434-b52e384f0435,2524,95141.11,ATM,Corporate,EMEA,1.0,Investigated,William Kerr,2025-01-06
Financial Crime Risk,AML Operations,Fraud Detection,Investigate Alerts,Operational Oversight,Audit Data,Reports Suspicious Activities,b521a1a0-3444-4090-9536-26210b80bb4f,28d567bb-d5f8-4485-b2a9-dd96215c4347,4894,14733.45,Wire Transfer,Current,EMEA,11.3,Closed,Christopher Collier,2025-04-19
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,16bee301-287e-46d0-9a5e-efaca116fc7a,0598883f-aaa3-42aa-9609-d5abeed95baf,9914,17238.2,POS,Savings,APAC,57.72,Investigated,Cindy Mercer,2025-03-19
Operational Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Audit Data,Reports Suspicious Activities,1f2f15fd-3484-464a-ba45-d74449186fae,83623b28-48dc-47ad-b258-4e4681ec4dd9,5202,96919.44,POS,Corporate,APAC,41.37,Investigated,Dr. Julia Scott,2025-05-03
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Transaction Data,Monitor Transactions,980a7f76-dbe2-495f-8dd5-7028e1405759,e9e6e692-9304-481d-82f3-88515cf6c924,3038,25180.52,Online,Corporate,EMEA,35.67,Filed,Austin Schroeder,2025-01-15
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Compliance Data,Monitor Transactions,d5672d2d-15a8-40eb-94d2-a8166264881d,6b86e1a7-93d7-4482-be01-c6f29d95893c,1026,68508.66,Online,Corporate,Americas,29.98,Filed,Kathleen Sosa,2025-06-19
Operational Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Audit Data,Reports Suspicious Activities,9c72539b-a7b0-4c96-9efb-b335c69210ee,8726e0c8-28f3-4071-afc6-7b3cf575be04,3162,60919.53,ATM,Current,EMEA,96.99,Investigated,Kevin Duncan,2025-05-11
Risk Management,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Transaction Data,Investigate Alerts,000a82a0-c561-4c5c-96f9-5a870e100e4a,f2d099be-8cb3-41de-a5c1-6fc1de7e74f6,2136,19015.88,ATM,Savings,Americas,3.02,Filed,Ashley Smith,2025-10-02
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Audit Data,Reports Suspicious Activities,d36f8ccc-7fff-47cf-84fd-05f3e33223ae,d6faa4c8-8d9d-4b99-be12-d8875fd01aa2,4382,17576.35,Online,Corporate,Americas,83.44,Filed,Michelle Zavala,2025-06-19
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Compliance Data,Reports Suspicious Activities,c182f4dd-f575-4e75-8324-f1a9277d244a,4d6ab8bd-d781-4a34-81d5-237151bfae03,8892,55333.47,Online,Corporate,EMEA,7.8,Pending Review,Kelly Stephens,2025-01-27
Operational Risk,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,974dd0fa-ce9b-4a4e-9139-e71514851f93,be742bc1-a059-4cb4-aa17-4bb3e0e3f3d6,2536,35948.69,Online,Corporate,Americas,19.11,Pending Review,Elaine Hanson,2025-01-04
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,f7367a7f-57f5-417e-ab69-550434138ab4,c595c1d3-1d1c-474e-8b2b-93e57078234d,3583,87506.23,POS,Savings,APAC,75.1,Closed,Scott Bailey,2025-01-31
Risk Management,AML Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Transaction Data,Monitor Transactions,fc3cc1d4-0a80-444c-83be-38f8b3f20177,0a62f317-eb60-4264-b1fc-eef9cd578ec6,8856,89241.82,POS,Savings,Americas,71.98,Filed,Shannon Kemp,2025-07-02
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Compliance,Audit Data,Reports Suspicious Activities,dd08d96c-07e1-4824-b48b-008ceb8db8a2,005ac7e2-3b15-452d-a49d-0843a046fd0a,2474,51879.62,ATM,Corporate,APAC,86.86,Closed,Todd Myers,2025-04-24
Operational Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Compliance,Compliance Data,Monitor Transactions,d0cb5274-5411-4209-82b7-b291d20ac732,56fc9465-54c2-4312-b781-ac9bb701b211,1230,53073.28,Online,Corporate,APAC,55.04,Pending Review,Jacob Ellis,2025-01-06
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Monitor Transactions,3ecd57cb-a5e5-4cb2-9b15-dca2251cc522,29b7f102-34e0-45f4-988b-0c27fc330f74,5533,68135.97,POS,Current,EMEA,84.49,Closed,Richard Mason,2025-05-28
Operational Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Operational Oversight,Audit Data,Monitor Transactions,93b5a1ef-8ffa-4914-a779-f2121f02a859,c8883ceb-e028-490e-91ff-955872861f50,2646,40792.48,Wire Transfer,Corporate,EMEA,3.64,Pending Review,Henry Franklin,2025-05-05
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Audit Data,Investigate Alerts,e4aa3275-5c61-4534-b7e8-d79589e83461,5f1f0d4d-69d8-43cd-a09c-58a2e64e17a6,2751,22941.67,POS,Savings,Americas,8.73,Closed,Roberto Hickman,2025-08-04
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Compliance Data,Reports Suspicious Activities,dce8dafb-25c8-4bc6-9753-643e17ec72e2,fdd77032-dc1d-4a58-bb7f-c481ee558b1e,7604,7369.24,POS,Savings,APAC,25.67,Filed,Ashley Wade,2025-09-20
Risk Management,Risk and Compliance Operations,AML Reporting,Reports Suspicious Activities,Compliance,Compliance Data,Reports Suspicious Activities,521303d7-a0a2-4838-8336-83a0424380ff,df176883-40f1-4065-a9db-285d4efff4df,4821,26329.31,POS,Corporate,Americas,49.15,Closed,Alexis Guzman,2025-03-24
Operational Risk,Fraud Management,AML Reporting,Screen Customer Transactions,Compliance,Audit Data,Reports Suspicious Activities,c4cb06a0-999e-4dd7-9829-2588fc58c436,a9f403c0-4e35-4fe2-966b-efd1d230a60d,8639,70816.29,POS,Savings,APAC,65.39,Pending Review,Matthew Lynch,2025-02-11
Financial Crime Risk,Fraud Management,Fraud Detection,Investigate Alerts,Compliance,Transaction Data,Reports Suspicious Activities,ab9c08dc-13c9-4d8e-854c-63a92c95d60f,378f760b-4667-46bf-9073-28fd68109382,3957,9624.27,ATM,Savings,EMEA,8.15,Closed,Michelle Erickson,2025-04-20
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Reports Suspicious Activities,2fb36a10-e06a-4a00-ad22-fdc819d27b5d,9b610c18-f6fe-43bb-9fde-449c27872442,8976,90134.13,ATM,Corporate,Americas,1.93,Pending Review,Jamie Williamson,2025-05-28
Operational Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Security Value,Transaction Data,Monitor Transactions,a2d9c1ab-f6e9-4a80-b9c0-cf932337609d,b09ba995-7d51-458f-aa6c-8f30b4c0930c,5474,63622.56,ATM,Current,Americas,49.45,Investigated,Anthony Davis,2025-07-26
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Transaction Data,Monitor Transactions,28ae3e8e-f7e0-45f9-8f35-dbcc8e8105ee,78d2e8c6-db62-4047-a554-d8017e27eb19,3622,66103.24,ATM,Savings,EMEA,26.24,Pending Review,Christian Davis,2025-02-16
Risk Management,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Operational Oversight,Transaction Data,Reports Suspicious Activities,4bb9cf53-d595-493f-a5d2-594ef717a6d3,b9b6d30d-da60-40e4-b2b2-8c9c4b0fdfda,3180,61229.01,POS,Current,EMEA,30.97,Pending Review,Jonathan Stuart,2025-07-14
Financial Crime Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Compliance,Audit Data,Reports Suspicious Activities,75428376-8077-4961-80c5-8e214efb7db7,986648d2-ee7f-4497-a187-545016adb9e7,4330,65491.14,Wire Transfer,Savings,Americas,66.9,Filed,Stacie Merritt,2025-08-04
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Compliance Data,Reports Suspicious Activities,e6f3897c-20c6-4eb5-adb9-f05c83d4bb9d,5d74035e-8a4c-4fde-8091-791199abff21,4110,20066.66,POS,Corporate,Americas,32.17,Pending Review,Samuel Johnson,2025-08-16
Operational Risk,Fraud Management,Fraud Detection,Investigate Alerts,Compliance,Compliance Data,Reports Suspicious Activities,f3d7d6ed-1c07-44f7-bb25-b52d83f0f0d4,70cb8c82-0f9d-4013-86d2-d8a3a918a85e,6043,18645.93,ATM,Corporate,APAC,95.44,Investigated,Raymond Miller,2025-02-20
Risk Management,Fraud Management,Fraud Detection,Screen Customer Transactions,Compliance,Audit Data,Investigate Alerts,03e232e3-1a45-46af-97ee-01a4505108b6,dd577466-6e7b-4e79-85b1-db40d8e9ba2a,5823,19900.88,ATM,Current,EMEA,22.99,Closed,Sierra Brooks,2025-05-16
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,9b607e2c-96dd-41e6-84a4-776c1a1d893e,a8c44c9d-1570-4c37-a570-ec869ed91a5f,8746,38149.81,Wire Transfer,Corporate,APAC,72.52,Filed,Vanessa Medina,2025-07-02
Operational Risk,AML Operations,Fraud Detection,Reports Suspicious Activities,Compliance,Audit Data,Monitor Transactions,1231bedc-9fcd-48c8-bc94-40736d33bc71,c00b76bd-2711-42f4-b38f-2930501f79ad,6460,502.23,POS,Corporate,EMEA,37.15,Investigated,Heidi Schmitt,2025-08-23
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Security Value,Transaction Data,Monitor Transactions,7900c8b1-6655-4510-9af7-cdd51769d4d6,bbc80fe4-2253-4c01-a00a-f687d602d64f,1425,99207.61,POS,Current,Americas,37.66,Filed,Paige Foster,2025-09-22
Operational Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,65ec75d1-5505-4614-9c8e-f0f77af94ee3,2c611f67-3f90-4fea-9d4b-fb0d54a5efdd,6982,96440.34,POS,Savings,EMEA,17.59,Investigated,Antonio Fox,2025-08-20
Financial Crime Risk,Fraud Management,Fraud Detection,Reports Suspicious Activities,Compliance,Transaction Data,Investigate Alerts,32d3e170-85bf-4212-be30-1a0e059e9257,31dc79ee-2a58-4286-a0fa-bf20b4779304,4707,14862.34,ATM,Savings,EMEA,8.37,Pending Review,Mr. Christopher Nash,2025-08-22
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Reports Suspicious Activities,Security Value,Audit Data,Monitor Transactions,f6c020cd-89a7-4685-85cb-1e7ba4c528ed,3a9da61a-ff0d-4303-a9b0-4c1d118e63f2,1575,12121.03,Online,Current,Americas,97.98,Closed,Jason Rodgers,2025-07-18
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Security Value,Transaction Data,Investigate Alerts,b23fa54e-324e-4472-8bba-dac14c9cb677,1cbf8d22-0bc9-472a-bfd5-4d9f879115ad,2582,18160.75,Online,Corporate,EMEA,10.87,Filed,William Bush,2025-02-01
Operational Risk,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Security Value,Transaction Data,Monitor Transactions,b8d95b98-ce75-4d84-b57e-5e2ee45c5cba,08d7af97-1c9a-4dff-a4b8-5c55bc60ac01,2176,51703.03,ATM,Savings,Americas,57.16,Pending Review,Eric Mcgee,2025-08-23
Operational Risk,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Compliance,Transaction Data,Monitor Transactions,ce6dfdc2-9a38-4e48-8c12-10313288a46e,8d4095ed-0c92-48c3-b84b-792a778fe434,9758,62453.04,POS,Savings,Americas,60.55,Closed,Gregory Nichols,2025-02-08
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Compliance,Audit Data,Investigate Alerts,1015f832-dd48-4ef9-bdb4-7bb20d503ab4,bb5060a5-d0e7-4da9-b9e0-d1470a5c01b3,8469,90226.7,ATM,Savings,APAC,5.85,Pending Review,Hannah Walker,2025-06-06
Operational Risk,AML Operations,AML Reporting,Investigate Alerts,Operational Oversight,Compliance Data,Reports Suspicious Activities,9499b0c4-f204-4726-a1e4-1712f8d10ac0,fd09966c-e894-49c1-9d76-445da1b6e681,2517,42571.46,Wire Transfer,Corporate,APAC,89.63,Investigated,Allison Lewis,2025-06-18
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Compliance Data,Monitor Transactions,e1173d28-d261-4308-8e65-7ea84492ad5e,f47706dd-fdbc-4002-9c6b-b8e4b9cc6e84,9771,19953.53,Wire Transfer,Savings,EMEA,98.77,Closed,Donna Bell,2025-09-28
Operational Risk,AML Operations,Fraud Detection,Investigate Alerts,Security Value,Compliance Data,Reports Suspicious Activities,217cfc1d-a423-4e74-8fb5-cc3c293e4c1f,15c8a2b3-de17-4b80-9f77-02988701aa4e,8690,78354.74,Wire Transfer,Savings,EMEA,88.31,Pending Review,Mary Andrews,2025-10-02
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Audit Data,Reports Suspicious Activities,14070b33-3110-412c-9907-17687b1b82b3,a91d67a3-6e58-4ae4-966a-3e8d6783a103,5820,95063.94,Online,Savings,EMEA,56.99,Closed,Lisa Lopez,2025-01-12
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,adc3dedc-eab1-4503-af7b-ed662a897532,2d81e04e-f086-4e1a-80bc-4d3abf3c4145,2180,5720.96,ATM,Current,Americas,0.21,Pending Review,Lauren Griffin,2025-03-08
Operational Risk,AML Operations,AML Reporting,Screen Customer Transactions,Security Value,Transaction Data,Reports Suspicious Activities,ee5e73a6-ae23-48ae-9224-59116086574f,cdae5ede-a6cd-4d08-903a-0456f2638f38,5813,30551.63,ATM,Current,EMEA,65.78,Pending Review,Colton Choi,2025-03-09
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Transaction Data,Investigate Alerts,698fdde8-fbe0-4c51-aa53-49b2e6613402,294d069f-0957-4be1-969c-d830488c3093,5206,53618.28,Wire Transfer,Savings,Americas,55.98,Filed,Joseph Osborne,2025-04-22
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,f5ab69d3-1c6d-41b7-8e3b-c41a6b75cce9,19e65659-6457-45dd-a5ef-58b309972a15,4926,29878.34,POS,Savings,Americas,11.98,Filed,Mrs. Holly Gonzales,2025-06-17
Risk Management,Risk and Compliance Operations,Fraud Detection,Reports Suspicious Activities,Compliance,Transaction Data,Investigate Alerts,c9a1be08-c0b6-490b-a44a-d575facebbf9,016a9f09-785e-46d7-86d0-5a63c8918d97,5501,23415.78,POS,Corporate,EMEA,89.97,Investigated,Julie Reyes,2025-02-14
Risk Management,AML Operations,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Investigate Alerts,0d543ae9-aa64-4e5b-8179-385fab7d83a3,15eaf4da-5f1f-4cdd-b741-52903318fb9b,1124,56333.58,Wire Transfer,Corporate,EMEA,81.48,Investigated,Kimberly Morrison,2025-01-18
Financial Crime Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Audit Data,Reports Suspicious Activities,c113f042-d43a-4c9c-8112-02d9f1d94961,37fd3be8-08c0-4d75-bbb6-5566e844e281,2336,40457.97,Wire Transfer,Current,APAC,4.66,Investigated,Jennifer Clark,2025-05-28
Operational Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Operational Oversight,Compliance Data,Monitor Transactions,7a421d15-b6e5-4056-a36b-52fc7cc633d6,0983712d-1763-4495-b29c-3cc29fb20c61,5949,30354.07,Online,Current,EMEA,96.25,Closed,Cynthia Hood,2025-04-15
Risk Management,AML Operations,AML Reporting,Investigate Alerts,Operational Oversight,Compliance Data,Monitor Transactions,6dfc3816-0de7-4d70-bad3-cf01b393212e,30c948d9-694c-4301-94e9-dd064816ff2a,5626,27903.99,POS,Current,Americas,60.3,Pending Review,Kenneth Ford,2025-10-13
Risk Management,Fraud Management,Fraud Detection,Investigate Alerts,Security Value,Audit Data,Investigate Alerts,8821f7db-c111-4839-bdbc-21fd3414a8f5,b52eac11-169d-426b-b703-a98cae6fb277,1821,56493.85,POS,Corporate,Americas,83.74,Pending Review,Sean Russell,2025-04-03
Operational Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Compliance Data,Monitor Transactions,fc478357-22b9-465b-91cf-2fb139d6baf7,1a1c17d8-a801-4109-a5c9-2aba6a3929db,2470,29339.47,POS,Current,EMEA,99.86,Investigated,Christopher Johnson,2025-05-29
Risk Management,Risk and Compliance Operations,Fraud Detection,Investigate Alerts,Compliance,Transaction Data,Monitor Transactions,45e6ae96-7316-4ab6-b82c-ca8be49ab7a7,e72cf92a-02e2-4059-bcec-70b1b0a9c4da,1044,49089.3,ATM,Current,EMEA,6.85,Closed,Mandy Davis,2025-02-25
Risk Management,AML Operations,Fraud Detection,Screen Customer Transactions,Compliance,Compliance Data,Monitor Transactions,44d6b80d-f59d-4cd2-a0ab-dfb6080f7874,628eb592-d9ea-4615-a9ef-5a2c96fa43b7,2406,56007.7,POS,Current,APAC,54.73,Filed,Robert Ray,2025-02-17
Risk Management,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Operational Oversight,Transaction Data,Reports Suspicious Activities,431fb36c-8967-4bfa-8775-d46d754cad4b,a1d4c04f-98b4-4a70-8c01-4fa7b9ef9f33,4604,29789.94,Online,Current,APAC,5.31,Pending Review,Jessica Curtis,2025-07-01
Financial Crime Risk,AML Operations,AML Reporting,Screen Customer Transactions,Operational Oversight,Compliance Data,Reports Suspicious Activities,4bd08d29-7739-49c5-8895-c64b75161bdf,aa67be0b-8212-4946-8b6e-d2c91179fd16,1039,54530.46,ATM,Current,APAC,70.02,Closed,Brenda Hammond,2025-03-07
Financial Crime Risk,Fraud Management,Fraud Detection,Screen Customer Transactions,Compliance,Transaction Data,Monitor Transactions,0780a2a8-4d2c-4d55-b8a3-e6a3c02cc960,c36ff1cc-b42b-4195-bf09-31f6509bbcc4,1298,67734.72,Online,Corporate,APAC,87.85,Closed,Michelle Clark,2025-06-17
Risk Management,AML Operations,Fraud Detection,Investigate Alerts,Compliance,Audit Data,Reports Suspicious Activities,05692252-8c88-4604-881d-722557ee6a64,e80fef76-b733-4530-889e-9d3a877af587,7035,36804.29,ATM,Corporate,Americas,94.04,Investigated,Allen Taylor,2025-07-07
Operational Risk,Risk and Compliance Operations,Fraud Detection,Screen Customer Transactions,Compliance,Audit Data,Monitor Transactions,e1580bb9-fb40-425f-b23a-091aa4221688,a072fc89-635f-4719-99a4-b0471bc4f0f1,3158,20281.48,POS,Current,EMEA,82.11,Investigated,Derrick Huerta,2025-07-10
Operational Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Compliance Data,Monitor Transactions,2ae45a02-a875-4c07-aabe-e2dc010cbfa5,48a99bc1-e763-4f54-b587-ce6a6fa9041e,4713,74909.96,ATM,Corporate,APAC,59.42,Closed,Mary Smith,2025-01-07
Risk Management,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Compliance,Audit Data,Reports Suspicious Activities,54c8fd7f-2a1f-401d-b368-1a26fabb6345,72df7c2f-2867-4759-8040-54b3f65037bc,2478,36333.47,Wire Transfer,Corporate,APAC,94.57,Closed,Miss Melissa Colon DVM,2025-05-16
Financial Crime Risk,AML Operations,AML Reporting,Investigate Alerts,Operational Oversight,Transaction Data,Monitor Transactions,260894d5-aff9-4615-9cd8-1ae77d495da4,ea947ac7-bb5c-422e-904e-f2ca42a5d0ac,6499,78298.53,Wire Transfer,Current,Americas,0.57,Investigated,Christopher Braun,2025-02-24
Financial Crime Risk,AML Operations,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Investigate Alerts,7e281698-7221-4ed6-a946-228f181ddac8,d75ee060-f992-419d-bc18-ca3f4073e81c,3600,87614.51,Online,Current,EMEA,1.45,Investigated,William Harris,2025-02-03
Risk Management,Fraud Management,AML Reporting,Reports Suspicious Activities,Compliance,Compliance Data,Reports Suspicious Activities,50670d7b-f063-4754-b897-45cb9118c658,13fc2d64-a905-49a1-a5e4-633277662884,9944,91159.82,ATM,Savings,EMEA,61.91,Investigated,Sharon Russo,2025-03-23
Financial Crime Risk,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Operational Oversight,Compliance Data,Reports Suspicious Activities,fdd8c29c-e6c3-4b1e-88de-847c1d2f316d,52f6be99-c437-416f-b2ec-8636067aa595,3466,56271.33,Online,Corporate,Americas,75.96,Investigated,Kendra Stewart,2025-08-11
Financial Crime Risk,Risk and Compliance Operations,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Transaction Data,Investigate Alerts,9e9e65ff-09a6-4a11-b481-6f01bca63b0b,b8b63a9d-3cab-43ad-9486-9a13dfcb9645,9663,38006.64,POS,Current,EMEA,94.81,Investigated,Heather Harper,2025-02-13
Operational Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Security Value,Compliance Data,Monitor Transactions,cd9df991-cf6c-4c27-a81b-670fd9067916,71ad64fb-3b6f-4d9c-9be4-5d8aef1b7242,1770,55650.15,Wire Transfer,Savings,Americas,97.24,Filed,Madison Wong,2025-02-01
Risk Management,Risk and Compliance Operations,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Investigate Alerts,28b11f60-d909-41bc-bc14-9ccefa7992b8,5eb35840-458c-452d-8d34-c1043a647d0e,5611,4913.98,ATM,Savings,Americas,39.99,Investigated,Mitchell Sutton,2025-01-12
Financial Crime Risk,Fraud Management,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Reports Suspicious Activities,0234c59e-add1-4a38-be97-92bb3b4b47fd,60feda49-0f3e-4b58-9330-80ac1e58bea5,3127,64761.94,Wire Transfer,Corporate,EMEA,52.96,Pending Review,Kimberly Sloan,2025-04-11
Operational Risk,AML Operations,AML Reporting,Investigate Alerts,Security Value,Transaction Data,Monitor Transactions,f4ff5a84-c94e-427b-b346-867f28fd7672,93e8220a-d590-4b8c-a203-821778de15d1,6202,10138.26,POS,Savings,Americas,42.13,Filed,Steven Martinez,2025-10-11
Operational Risk,AML Operations,Fraud Detection,Screen Customer Transactions,Security Value,Compliance Data,Reports Suspicious Activities,5b921992-28c2-4cb1-8c75-1e2e380e27c7,24e185eb-d2d8-48a4-9c99-81684bbcf63d,9392,8480.2,Online,Savings,APAC,41.23,Investigated,Sabrina Leonard,2025-01-31
Financial Crime Risk,AML Operations,Anti Money Laundering Monitoring,Investigate Alerts,Security Value,Compliance Data,Investigate Alerts,27d1a392-39b2-4ded-8c48-b293a19f36c4,483b68df-e8c6-4b06-8054-8860dc864fd5,6575,46308.99,Online,Corporate,APAC,23.67,Investigated,Sarah Molina,2025-06-13
Financial Crime Risk,Fraud Management,AML Reporting,Reports Suspicious Activities,Compliance,Transaction Data,Monitor Transactions,161b1607-d1da-451e-a120-f9e65ddc86b1,78d5209a-15f8-4cc2-90f3-5d39b40e3588,3235,34179.55,Wire Transfer,Corporate,Americas,43.18,Investigated,Eric Kane,2025-04-25
