Business Domain,Domain Segment,Data Segment,Business Activity,Value Domain,Data Domain,Task,Transaction ID,Customer ID,Transaction Amount,Transaction Type,Account Type,Region,AML Risk Score,Status,Screened By,Transaction Date
E-Enable End-To-End Supply-Chains,Switchable intermediate approach,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a3132c91-e617-4c5f-a819-efec92aa9e57,8167,46714.29,ATM,Current,APAC,98.17,Reviewed,Ann Howard,2025-08-16
Drive Magnetic Synergies,Synchronized uniform ability,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,5b824d86-479d-47d2-870b-5f012f996163,1747,40601.55,POS,Current,EMEA,0.17,Flagged,Brian Hernandez,2025-08-29
Architect Robust Eyeballs,Synergized context-sensitive synergy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,dadc243d-8ee8-452e-b487-d709e444be1d,2150,82361.24,POS,Corporate,Americas,4.23,Pending Investigation,Heidi Kim,2025-09-09
Streamline Leading-Edge Eyeballs,Balanced client-driven adapter,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ab891b57-506c-4d5e-9bfd-dc4486c717b0,5989,65827.06,Online,Corporate,Americas,8.73,Pending Investigation,Isaac Chapman MD,2025-09-06
Visualize Customized Applications,Implemented grid-enabled throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c6fb3064-fb71-408c-b3dc-05ddd279b0d2,3112,84226.19,POS,Savings,Americas,4.05,Cleared,Joseph Luna,2025-03-10
Brand Holistic Portals,Multi-lateral radical neural-net,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1c4f0ef1-509e-4743-be1f-18862ed0df84,5918,15852.35,POS,Corporate,APAC,11.24,Cleared,Steven Williams,2025-05-23
Target Seamless Convergence,Optional client-server neural-net,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,66982116-c7e3-4cb0-bb56-861eede48b70,6265,15371.09,Online,Savings,APAC,73.83,Flagged,Jasmin Romero,2025-09-08
Whiteboard Frictionless Niches,Customer-focused full-range capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e62db27d-7376-4522-bc74-f46b006e9c2b,8080,64672.92,ATM,Current,Americas,42.87,Pending Investigation,Mr. Gregory Martin MD,2025-02-20
Grow 24/365 Systems,Pre-emptive zero-defect encryption,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e2a7bea7-a10b-43d7-8c43-98c4b5781e49,9779,4247.21,ATM,Savings,APAC,27.88,Reviewed,Jonathan Blair,2025-06-14
Evolve Out-Of-The-Box Portals,Right-sized human-resource standardization,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,4f1e0e6a-a0cc-4b1f-bbfc-0aff372143c7,4453,93840.83,Online,Savings,Americas,31.01,Reviewed,Barbara Nguyen,2025-02-03
Repurpose Open-Source Experiences,Face-to-face discrete installation,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2bc31de1-3e22-4185-8d65-e4be5d6ade08,7730,13725.87,Wire Transfer,Corporate,APAC,83.95,Reviewed,Cynthia Carter,2025-04-19
Cultivate Magnetic Action-Items,Stand-alone intangible info-mediaries,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a4011c09-8c64-4985-9c49-767c2392f95e,6797,9551.41,Wire Transfer,Corporate,EMEA,15.69,Flagged,Sarah Roberts,2025-04-21
Deliver B2C Applications,Networked multi-state throughput,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9509307b-6833-499d-bbd6-1fdb93cdb7ff,7257,41296.28,POS,Current,Americas,7.03,Pending Investigation,Carlos Morales,2025-08-08
Incubate Frictionless Functionalities,Multi-layered zero administration knowledge user,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9d5b9754-5ee0-4eaf-b8fd-b08ec6ef4f90,1027,93936.58,POS,Savings,Americas,76.1,Pending Investigation,Laura Pierce,2025-10-03
Whiteboard Back-End Networks,Organic explicit database,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c506334b-5b63-4bb7-bda7-6a2488f12ff9,6319,13739.56,POS,Savings,Americas,64.99,Cleared,Jason Cline,2025-08-13
Incubate Distributed Applications,Secured disintermediate circuit,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,315d559d-f52e-4455-88ea-e678b9ddd693,1036,85704.17,POS,Current,Americas,68.05,Reviewed,Kyle Hartman,2025-01-26
Unleash Distributed Channels,Networked directional synergy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,1552ca2e-49fb-4d9d-b481-daa720b25e3b,2635,1230.22,Wire Transfer,Current,EMEA,18.18,Reviewed,Kristi Day,2025-05-10
Synergize Out-Of-The-Box Info-Mediaries,Visionary bandwidth-monitored function,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,48c16794-b2a4-4828-b6a9-09091fdc07b4,4946,33188.44,POS,Current,EMEA,70.47,Flagged,Kristina Turner,2025-07-21
Exploit Clicks-And-Mortar Supply-Chains,Cross-group zero tolerance monitoring,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,60b40b2f-447b-4494-a94d-fd279cd60bbe,1818,58083.16,ATM,Savings,EMEA,1.4,Cleared,Barbara Phillips,2025-02-01
Innovate Front-End Deliverables,Multi-layered background success,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,23d6ef83-1d7a-4d25-b192-75fdf2495c2c,3256,13774.18,ATM,Corporate,Americas,5.38,Reviewed,Kenneth Mendoza,2025-08-20
Transition 24/365 Roi,Adaptive optimizing help-desk,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,892accc3-785f-4d85-8e9a-b63a64a15ff7,6122,63491.5,POS,Corporate,APAC,1.72,Pending Investigation,David Coleman,2025-04-25
Mesh Real-Time E-Tailers,Ameliorated system-worthy open system,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8cf9f840-4552-4d84-aa2c-2bcd978c8ba0,7525,94461.7,Online,Current,APAC,76.14,Reviewed,Frank Alexander,2025-01-11
Benchmark Bleeding-Edge Web-Readiness,Decentralized radical model,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d0a695aa-af68-4e61-8792-1e2242c0f14d,7332,80392.85,ATM,Savings,EMEA,88.17,Reviewed,Sheila Zuniga DDS,2025-03-21
Syndicate Viral Users,Innovative background moratorium,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,be0b5628-2b73-49c5-85f9-91f26ef3677b,4973,10916.0,Online,Corporate,EMEA,83.68,Flagged,David Armstrong,2025-08-31
Productize Web-Enabled Experiences,Customer-focused well-modulated open system,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b330e6d5-36ea-40d2-bcac-0375cbba26e0,3844,31331.81,POS,Corporate,APAC,11.89,Cleared,Laura Garrison,2025-09-20
Implement Granular Web-Readiness,Synchronized neutral definition,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8c75e53a-0aea-4949-8c5b-96849972b385,7563,44142.87,ATM,Savings,APAC,75.45,Cleared,Laura Smith,2025-07-10
Transform Front-End Interfaces,Managed attitude-oriented interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7a9a22bf-ac46-43e9-a180-e57614cd84a7,4295,85534.19,Online,Savings,APAC,32.06,Pending Investigation,Anna Reyes,2025-06-04
Engineer Value-Added E-Services,Expanded 3rdgeneration hierarchy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2c08b339-6c25-4d48-b3b2-9fcab480d263,1861,19688.6,POS,Corporate,APAC,55.84,Cleared,Brandon Crawford,2025-07-28
Visualize Value-Added E-Tailers,Persistent hybrid monitoring,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f3250d55-785a-454e-92ce-586fe144c1b3,7772,45746.2,Online,Savings,EMEA,11.96,Cleared,Katherine Moore,2025-02-23
Enable Efficient Applications,Innovative homogeneous task-force,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,10256c3c-4002-401d-a2ab-a40313eba38c,1444,61642.01,ATM,Corporate,Americas,95.5,Pending Investigation,Raymond Thomas,2025-03-12
E-Enable 24/365 Technologies,Decentralized motivating process improvement,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a0892b1f-99a6-4c6f-bef2-6d2982b48231,3077,73817.43,Online,Corporate,Americas,51.66,Flagged,Joshua Becker,2025-04-13
Integrate 24/365 E-Markets,Streamlined full-range system engine,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,eca179c9-3b76-46bc-b5fd-88bda6b25e0a,6526,24585.85,POS,Corporate,APAC,82.88,Reviewed,Teresa Jones,2025-01-16
Optimize Impactful Interfaces,Upgradable high-level utilization,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,052c0423-f55a-46da-86b4-2206c95e0ef7,4048,56666.08,Online,Savings,EMEA,60.14,Pending Investigation,Steven Dixon,2025-08-12
Reinvent One-To-One Bandwidth,Polarized web-enabled process improvement,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,042d1441-9dda-484e-9b70-8d6d7791d2e5,1594,39420.62,Online,Current,Americas,92.21,Cleared,Anne Morgan,2025-01-22
Architect Real-Time Supply-Chains,Devolved regional application,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bf4df833-7e69-43d1-bdc0-271185c677ae,9076,12125.48,POS,Corporate,EMEA,22.29,Cleared,Lee Wright,2025-06-21
Innovate Distributed E-Commerce,Monitored secondary algorithm,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,10e76bf7-447e-48bf-bedf-786e4a836dd8,6000,74440.3,ATM,Corporate,Americas,86.13,Reviewed,Brenda West,2025-01-08
Deliver Plug-And-Play Synergies,Re-engineered regional capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,632adaa2-b781-4fb4-aa5a-af08512342fb,8138,87426.27,POS,Savings,Americas,30.02,Reviewed,Wendy Fernandez,2025-08-22
Extend Front-End Applications,Automated modular support,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d8d5e8de-738d-462a-8734-a62bcf988f3f,8020,20023.41,ATM,Savings,APAC,21.37,Cleared,Jamie Jones,2025-02-15
Deliver Wireless Deliverables,Profit-focused local Internet solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,32c15300-821d-4544-b634-cdbfee2e3aed,3845,85637.64,POS,Savings,EMEA,70.59,Reviewed,Todd Mccoy,2025-08-05
Grow Rich Web-Readiness,Horizontal executive adapter,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,4b2ef636-16a7-485c-b69e-236de52fc6bb,5805,98255.1,Wire Transfer,Current,APAC,86.19,Pending Investigation,Brian Robinson,2025-03-07
Extend End-To-End Web-Readiness,Assimilated radical capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ece63c4c-c6b7-4c91-ad29-3642cf97ed3b,7238,23424.06,Wire Transfer,Corporate,APAC,97.32,Pending Investigation,Stephen Olson,2025-08-31
Utilize Ubiquitous E-Services,Optional needs-based orchestration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,75e88297-144c-4b6f-8c2d-e4832da6fe13,6091,24081.61,Wire Transfer,Corporate,APAC,16.34,Flagged,Lawrence Lester,2025-01-09
Transition Open-Source E-Services,Universal 4thgeneration collaboration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0ae5edc4-f69f-4e71-a27d-c650efff7fe8,3877,14677.17,ATM,Corporate,APAC,73.11,Flagged,Daniel Jones,2025-04-18
Monetize Cross-Media Technologies,Upgradable solution-oriented pricing structure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,70a00e7f-65ec-42ea-91e3-04c9f1ef44ff,7681,72030.22,Wire Transfer,Savings,EMEA,34.76,Flagged,Molly Wolf,2025-06-11
Scale Cutting-Edge Users,Innovative 3rdgeneration conglomeration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7ed80c94-6e7e-49c1-be49-95a0c1266012,9386,25322.64,Online,Current,EMEA,66.89,Reviewed,Alexandra Vincent,2025-07-12
Integrate Global Users,Universal zero tolerance conglomeration,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c6c2291b-29ba-481f-825a-ca96684a1673,8744,23985.52,Wire Transfer,Corporate,EMEA,56.06,Reviewed,James Roberts,2025-04-10
Revolutionize Ubiquitous E-Services,Innovative high-level capability,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,616f946b-db95-41e2-928d-d06150ed1a87,7664,51254.26,ATM,Corporate,EMEA,1.96,Flagged,Patrick Wilson,2025-03-15
Target Extensible Synergies,Synchronized directional alliance,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,79b1ceee-fecb-4913-8557-66288cb62230,5356,71900.01,POS,Current,Americas,23.12,Flagged,Laura Willis DDS,2025-01-10
Architect Clicks-And-Mortar E-Business,Cross-group intermediate productivity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,05576210-e878-40fc-b9e6-2f15ca7ad90a,9683,93267.65,Wire Transfer,Current,EMEA,25.46,Cleared,Samantha Walker,2025-08-10
Leverage Wireless E-Services,Realigned multi-tasking utilization,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f812c041-07d4-4516-aeb9-b43cc9d6fe0d,3818,13051.23,Online,Corporate,EMEA,21.26,Flagged,Christopher Stephens,2025-07-24
Monetize Sticky Applications,Advanced asynchronous success,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d276c01e-4cec-4e88-be1d-4060ead63c4b,5402,58857.9,POS,Current,APAC,82.44,Flagged,Scott Ward,2025-05-15
Orchestrate Plug-And-Play Initiatives,Operative client-driven analyzer,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,abb3e056-d460-4204-806c-db6a13711762,6127,10758.49,Wire Transfer,Savings,EMEA,74.47,Pending Investigation,Carlos Smith,2025-09-24
Synthesize Distributed Vortals,Innovative multi-tasking application,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,d44904bb-a931-485d-ac8c-74cf88a0aa2b,4509,7974.3,ATM,Current,APAC,79.28,Reviewed,Autumn Thompson,2025-05-29
Benchmark Rich Niches,Realigned multi-state complexity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,35eea346-52fb-4778-9e7d-7a3b54a68282,2546,3567.88,Online,Corporate,Americas,94.43,Reviewed,Rachel Wells,2025-05-11
Brand Bleeding-Edge Functionalities,Innovative content-based software,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6163aa71-5a41-49f8-8588-cf48aa4881a1,3351,66346.43,POS,Current,Americas,70.88,Cleared,Erin Butler,2025-03-23
Envisioneer Real-Time Applications,Versatile neutral solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,7cb789cc-7945-4790-a742-b53af520a242,5119,44761.34,Online,Corporate,Americas,0.16,Cleared,Catherine Martin,2025-03-06
Expedite Killer Portals,Multi-channeled cohesive policy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,e01d1248-ffc9-4547-9f68-4ca1d37b29c3,7576,16163.91,ATM,Corporate,APAC,15.24,Flagged,Michelle Johnson,2025-08-06
E-Enable Open-Source Systems,Customer-focused full-range functionalities,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,74e0c5ec-bbb0-4564-b754-f55bb30038ac,1082,37296.92,POS,Corporate,APAC,56.62,Cleared,Sierra Reed,2025-09-02
Target Wireless E-Markets,Managed empowering hierarchy,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,0ac5af78-3651-4e5d-9491-4a5c888558e1,6397,91286.28,Online,Savings,Americas,40.57,Cleared,Pamela Bradley,2025-10-07
Facilitate Dynamic Models,Profound tangible intranet,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,cffaddec-695c-4e41-af35-bc0975944891,7675,33256.08,ATM,Current,EMEA,38.21,Cleared,Jessica Jenkins,2025-01-13
Unleash Interactive Roi,Innovative user-facing structure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,cc9f1144-2f8a-4d84-8a35-a95f87b0d8e3,1883,25883.58,ATM,Current,EMEA,5.01,Reviewed,Kristina Richards,2025-05-10
Redefine Synergistic Mindshare,Synchronized real-time capacity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3451b297-acb8-4c69-8f8c-95b81a1efe05,6510,57790.6,Wire Transfer,Current,EMEA,24.59,Flagged,Maria Washington,2025-05-20
Revolutionize Best-Of-Breed Platforms,Secured holistic infrastructure,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,8b4e0091-3329-4d3f-bb89-016b4bf3b600,4179,63111.75,ATM,Corporate,EMEA,3.1,Reviewed,David Walters,2025-05-04
E-Enable Cutting-Edge E-Services,Diverse empowering open architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,ceead3a5-035a-44cd-baa7-a5f9e25d940f,9370,57040.6,POS,Current,Americas,16.41,Pending Investigation,Travis Reed,2025-02-22
Brand End-To-End Technologies,Phased fresh-thinking success,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3ee18706-c923-430f-bd99-61514d1ddf90,6198,97502.9,Online,Corporate,Americas,38.09,Cleared,Gregory Savage,2025-01-20
Envisioneer Seamless Eyeballs,Mandatory exuding database,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,9daf4315-805f-4879-b88b-b42d91654a2a,6403,46019.65,ATM,Current,EMEA,63.72,Cleared,Daniel Hull,2025-02-22
Productize Sticky Experiences,Managed executive definition,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,01312353-af7d-4101-a9f5-1ffea2792eea,1051,98255.06,Online,Corporate,APAC,35.82,Cleared,Dr. Donald Saunders,2025-01-16
Leverage Strategic Platforms,Horizontal uniform intranet,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c388ba21-8ba8-4ffa-85f3-b4611e83d193,6939,56669.29,Online,Savings,Americas,75.3,Flagged,Dylan Singh,2025-01-01
Productize Cross-Media Interfaces,Adaptive zero tolerance portal,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2dbc00c1-8f74-4151-84b4-bcc2b0560132,2268,90395.93,Wire Transfer,Savings,EMEA,90.77,Pending Investigation,Nicholas Ruiz,2025-04-28
Grow Rich E-Commerce,Customizable reciprocal workforce,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,a260838a-a1d6-4f1b-a2c9-86d630ed9340,8897,93643.5,Online,Corporate,APAC,11.48,Reviewed,William Brock,2025-02-06
Streamline Back-End E-Commerce,Compatible 6thgeneration success,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b01808bf-ad64-4b0e-9470-53dbde657249,7415,73853.68,POS,Current,APAC,94.08,Reviewed,Christina Baker,2025-07-30
Enable Dot-Com Solutions,Distributed directional complexity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,622cace1-1674-4430-ac2a-ed3e1c55c9ad,1487,9309.88,Online,Corporate,EMEA,8.73,Flagged,Belinda Larson,2025-01-02
Grow Sticky Schemas,Programmable directional toolset,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,21f2d3ef-5c4a-4728-a244-cf87b1b186d1,5994,98791.17,Online,Savings,Americas,79.43,Reviewed,Nicole Marshall,2025-08-27
Facilitate Web-Enabled Markets,Universal content-based complexity,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f71857a6-f8b8-4e5f-8653-d9deb68bf636,1318,40762.72,Wire Transfer,Current,APAC,89.12,Flagged,Taylor Vincent,2025-01-11
Cultivate Granular Interfaces,Multi-tiered tertiary solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,43a45809-fe2e-44cd-aee6-64b5e45d34b2,2626,71963.87,Online,Savings,EMEA,22.13,Cleared,Glenda Wells,2025-04-27
Morph Innovative Platforms,Optional neutral challenge,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b917a3b1-49f3-4b28-b4b7-3e35a445aec2,3126,31818.63,Online,Savings,APAC,98.71,Reviewed,Kelly Garcia,2025-06-11
Iterate Extensible Users,Versatile foreground neural-net,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2349e1c3-ea74-421f-a64a-4cbb201c575b,5209,64509.58,Online,Savings,Americas,23.34,Reviewed,Nancy Stark,2025-07-13
Incubate B2B Relationships,Re-contextualized grid-enabled open architecture,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2283a85d-9447-4ed5-9cd5-fa935cf136d3,8158,83772.08,Online,Corporate,Americas,27.46,Reviewed,Sarah Brooks,2025-07-23
Iterate Customized Networks,Profit-focused mission-critical leverage,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c744fe14-03ea-4338-8d45-1759095d1ff4,2032,51215.08,Online,Current,Americas,87.2,Cleared,Brandy Peterson,2025-02-18
Repurpose Proactive Action-Items,Adaptive system-worthy paradigm,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bcb0e9db-8597-49ca-922a-786fb3859568,2254,9485.89,Online,Corporate,EMEA,84.84,Flagged,Calvin Archer,2025-08-17
Redefine Dynamic Action-Items,Focused global flexibility,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,40c1ecf6-42a6-4433-b5c1-3c75bdae4411,9154,96021.9,POS,Corporate,APAC,20.15,Reviewed,Ronald Cobb,2025-02-02
Re-Contextualize User-Centric Systems,Seamless stable moderator,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,6ceeb142-6797-4166-bf9a-869cccd29108,8656,15141.1,Online,Corporate,Americas,9.37,Pending Investigation,James Castro,2025-04-10
Engage Dynamic E-Services,Vision-oriented radical moratorium,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,f5f2051d-6b50-453d-8282-e4b4bf951b1f,3665,11216.16,POS,Savings,EMEA,16.45,Flagged,Maurice Cruz,2025-08-22
Redefine Visionary Networks,Robust bi-directional solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,c99f1904-a158-4ab4-9973-6b73b8e43be2,3664,19422.69,ATM,Corporate,Americas,97.76,Flagged,David Smith,2025-03-31
Enhance Frictionless Deliverables,Mandatory zero-defect archive,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,42877c54-3236-45a5-8e50-a60d23d05885,1607,53861.77,Online,Current,EMEA,18.98,Cleared,Jennifer Cooke,2025-03-21
Engineer Compelling Convergence,Programmable fresh-thinking website,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,851952f1-5210-423d-a23a-7cc33cb1c732,5720,83641.6,ATM,Current,EMEA,19.31,Flagged,Fernando Rasmussen,2025-01-03
Re-Contextualize Frictionless Experiences,Stand-alone secondary data-warehouse,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,78ef38c1-4575-447f-8db0-5d204ba7a130,1675,12392.48,Wire Transfer,Current,APAC,19.89,Pending Investigation,Peter Romero,2025-05-03
Unleash Efficient Web Services,Self-enabling well-modulated secured line,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,997e6f7c-c785-4e66-a8b6-971ff67e2ae6,8530,19039.66,Wire Transfer,Corporate,Americas,70.8,Flagged,Michael Ramirez,2025-09-20
Exploit Bleeding-Edge Infrastructures,Multi-lateral didactic knowledge user,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,bb8c44ed-4a45-4cc2-bddc-e5bb92f559d4,9421,49842.5,ATM,Savings,EMEA,47.53,Reviewed,Eric Moore,2025-09-10
Transition Dynamic Metrics,Grass-roots bottom-line solution,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,afc7a790-c9e4-435a-bf05-7716599c97f3,1872,70579.2,POS,Corporate,EMEA,7.78,Pending Investigation,Greg Greer,2025-03-21
Streamline 24/7 Applications,Ergonomic zero administration Graphical User Interface,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,3fc37d0c-5055-4f8a-9058-f413f7df4cfd,9272,83153.98,ATM,Corporate,EMEA,84.88,Reviewed,Victor Bentley,2025-08-05
Deploy Best-Of-Breed Synergies,Intuitive full-range algorithm,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,b1f718f6-ed19-48e6-ad09-55b1c3e14ea0,2953,97239.38,Online,Corporate,APAC,53.89,Flagged,Michael Terrell,2025-05-03
Transition Plug-And-Play Metrics,Exclusive motivating website,Anti Money Laundering Monitoring,Screen Customer Transactions,Compliance,Compliance Data,Screen Customer Transactions,2b9b4317-ecbd-43e6-8594-1925a6a5b957,4344,14166.11,POS,Savings,EMEA,37.73,Flagged,Alex Stone,2025-08-31
